Timestamp,G.Venus,HighPrice,LowPrice,Timestamp,G.Venus,HighPrice,LowPrice,Timestamp,G.Venus,HighPrice,LowPrice,Timestamp,G.Venus,HighPrice,LowPrice,Timestamp,G.Venus,HighPrice,LowPrice,Timestamp,G.Venus,HighPrice,LowPrice,Timestamp,G.Venus,HighPrice,LowPrice,Timestamp,G.Venus,HighPrice,LowPrice,Timestamp,G.Venus,HighPrice,LowPrice,Timestamp,G.Venus,HighPrice,LowPrice,Timestamp,G.Venus,HighPrice,LowPrice,Timestamp,G.Venus,HighPrice,LowPrice,Timestamp,G.Venus,HighPrice,LowPrice,Timestamp,G.Venus,HighPrice,LowPrice,Timestamp,G.Venus,HighPrice,LowPrice,Timestamp,G.Venus,HighPrice,LowPrice,Timestamp,G.Venus,HighPrice,LowPrice,Timestamp,G.Venus,HighPrice,LowPrice,Timestamp,G.Venus,HighPrice,LowPrice,Timestamp,G.Venus,HighPrice,LowPrice,Timestamp,G.Venus,HighPrice,LowPrice,Timestamp,G.Venus,HighPrice,LowPrice
,,,,1926-11-02 12:00,214.829,,,1927-03-26 12:00,34.579,,,1927-12-11 12:00,213.139,,,1928-05-09 12:00,34.558,,,1928-10-03 12:00,215.429,,,1929-03-07 12:00,29.6,,,,,,,1929-05-26 12:00,25.587,,,1929-11-17 12:00,215.45,,,1930-04-09 12:00,34.438,,,1930-09-09 12:00,212.543,,,1931-05-24 12:00,34.343,,,1931-10-18 12:00,215.07,,,1932-03-12 12:00,34.175,,,1932-11-30 12:00,214.55,,,1933-04-24 12:00,34.853,,,1933-09-19 12:00,214.849,,,1934-06-05 12:00,33.75,,,1934-11-02 12:00,215.52,,,1935-03-26 12:00,35.205,,,1935-12-11 12:00,213.481,,
,,,,1926-11-03 12:00,216.084,,,1927-03-27 12:00,35.795,,,1927-12-12 12:00,214.259,,,1928-05-10 12:00,35.785,,,1928-10-04 12:00,216.659,,,1929-03-08 12:00,30.262,,,,,,,1929-05-27 12:00,26.085,,,1929-11-18 12:00,216.701,,,1930-04-10 12:00,35.671,,,1930-09-10 12:00,213.532,,,1931-05-25 12:00,35.547,,,1931-10-19 12:00,216.319,,,1932-03-13 12:00,35.321,,,1932-12-01 12:00,215.779,,,1933-04-25 12:00,36.088,,,1933-09-20 12:00,216.031,,,1934-06-06 12:00,34.893,,,1934-11-03 12:00,216.775,,,1935-03-27 12:00,36.419,,,1935-12-12 12:00,214.609,,
,,,,1926-11-04 12:00,217.339,,,1927-03-28 12:00,37.01,,,1927-12-13 12:00,215.383,,,1928-05-11 12:00,37.012,,,1928-10-05 12:00,217.889,,,1929-03-09 12:00,30.903,,,,,,,1929-05-28 12:00,26.608,,,1929-11-19 12:00,217.953,,,1930-04-11 12:00,36.904,,,1930-09-11 12:00,214.516,,,1931-05-26 12:00,36.752,,,1931-10-20 12:00,217.567,,,1932-03-14 12:00,36.464,,,1932-12-02 12:00,217.008,,,1933-04-26 12:00,37.323,,,1933-09-21 12:00,217.213,,,1934-06-07 12:00,36.038,,,1934-11-04 12:00,218.031,,,1935-03-28 12:00,37.632,,,1935-12-13 12:00,215.741,,
,,,,1926-11-05 12:00,218.595,,,1927-03-29 12:00,38.223,,,1927-12-14 12:00,216.511,,,1928-05-12 12:00,38.239,,,1928-10-06 12:00,219.119,,,1929-03-10 12:00,31.523,,,,,,,1929-05-29 12:00,27.154,,,1929-11-20 12:00,219.205,,,1930-04-12 12:00,38.136,,,1930-09-12 12:00,215.494,,,1931-05-27 12:00,37.957,,,1931-10-21 12:00,218.815,,,1932-03-15 12:00,37.603,,,1932-12-03 12:00,218.237,,,1933-04-27 12:00,38.558,,,1933-09-22 12:00,218.393,,,1934-06-08 12:00,37.184,,,1934-11-05 12:00,219.286,,,1935-03-29 12:00,38.844,,,1935-12-14 12:00,216.877,,
,,,,1926-11-06 12:00,219.85,,,1927-03-30 12:00,39.436,,,1927-12-15 12:00,217.642,,,1928-05-13 12:00,39.466,,,1928-10-07 12:00,220.349,,,1929-03-11 12:00,32.121,,,,,,,1929-05-30 12:00,27.722,,,1929-11-21 12:00,220.457,,,1930-04-13 12:00,39.368,,,1930-09-13 12:00,216.464,,,1931-05-28 12:00,39.162,,,1931-10-22 12:00,220.063,,,1932-03-16 12:00,38.74,,,1932-12-04 12:00,219.468,,,1933-04-28 12:00,39.793,,,1933-09-23 12:00,219.572,,,1934-06-09 12:00,38.332,,,1934-11-06 12:00,220.541,,,1935-03-30 12:00,40.055,,,1935-12-15 12:00,218.015,,
,,,,1926-11-07 12:00,221.106,,,1927-03-31 12:00,40.648,,,1927-12-16 12:00,218.777,,,1928-05-14 12:00,40.692,,,1928-10-08 12:00,221.578,,,1929-03-12 12:00,32.697,,,,,,,1929-05-31 12:00,28.311,,,1929-11-22 12:00,221.71,,,1930-04-14 12:00,40.599,,,1930-09-14 12:00,217.429,,,1931-05-29 12:00,40.368,,,1931-10-23 12:00,221.311,,,1932-03-17 12:00,39.874,,,1932-12-05 12:00,220.699,,,1933-04-29 12:00,41.027,,,1933-09-24 12:00,220.751,,,1934-06-10 12:00,39.481,,,1934-11-07 12:00,221.797,,,1935-03-31 12:00,41.265,,,1935-12-16 12:00,219.157,,
,,,,1926-11-08 12:00,222.362,,,1927-04-01 12:00,41.859,,,1927-12-17 12:00,219.915,,,1928-05-15 12:00,41.919,,,1928-10-09 12:00,222.807,,,1929-03-13 12:00,33.248,,,,,,,1929-06-01 12:00,28.921,,,1929-11-23 12:00,222.963,,,1930-04-15 12:00,41.83,,,1930-09-15 12:00,218.386,,,1931-05-30 12:00,41.574,,,1931-10-24 12:00,222.559,,,1932-03-18 12:00,41.005,,,1932-12-06 12:00,221.931,,,1933-04-30 12:00,42.261,,,1933-09-25 12:00,221.929,,,1934-06-11 12:00,40.631,,,1934-11-08 12:00,223.053,,,1935-04-01 12:00,42.474,,,1935-12-17 12:00,220.302,,
,,,,1926-11-09 12:00,223.617,,,1927-04-02 12:00,43.069,,,1927-12-18 12:00,221.056,,,1928-05-16 12:00,43.146,,,1928-10-10 12:00,224.037,,,1929-03-14 12:00,33.776,,,,,,,1929-06-02 12:00,29.55,,,1929-11-24 12:00,224.216,,,1930-04-16 12:00,43.06,,,1930-09-16 12:00,219.336,,,1931-05-31 12:00,42.781,,,1931-10-25 12:00,223.808,,,1932-03-19 12:00,42.132,,,1932-12-07 12:00,223.164,,,1933-05-01 12:00,43.495,,,1933-09-26 12:00,223.105,,,1934-06-12 12:00,41.782,,,1934-11-09 12:00,224.309,,,1935-04-02 12:00,43.682,,,1935-12-18 12:00,221.45,,
,,,,1926-11-10 12:00,224.873,,,1927-04-03 12:00,44.277,,,1927-12-19 12:00,222.2,,,1928-05-17 12:00,44.373,,,1928-10-11 12:00,225.266,,,1929-03-15 12:00,34.278,,,,,,,1929-06-03 12:00,30.199,,,1929-11-25 12:00,225.47,,,1930-04-17 12:00,44.29,,,1930-09-17 12:00,220.279,,,1931-06-01 12:00,43.987,,,1931-10-26 12:00,225.056,,,1932-03-20 12:00,43.257,,,1932-12-08 12:00,224.397,,,1933-05-02 12:00,44.729,,,1933-09-27 12:00,224.281,,,1934-06-13 12:00,42.935,,,1934-11-10 12:00,225.565,,,1935-04-03 12:00,44.89,,,1935-12-19 12:00,222.601,,
,,,,1926-11-11 12:00,226.129,,,1927-04-04 12:00,45.485,,,1927-12-20 12:00,223.347,,,1928-05-18 12:00,45.6,,,1928-10-12 12:00,226.495,,,1929-03-16 12:00,34.753,,,,,,,1929-06-04 12:00,30.865,,,1929-11-26 12:00,226.724,,,1930-04-18 12:00,45.519,,,1930-09-18 12:00,221.214,,,1931-06-02 12:00,45.194,,,1931-10-27 12:00,226.304,,,1932-03-21 12:00,44.378,,,1932-12-09 12:00,225.631,,,1933-05-03 12:00,45.962,,,1933-09-28 12:00,225.455,,,1934-06-14 12:00,44.09,,,1934-11-11 12:00,226.821,,,1935-04-04 12:00,46.095,,,1935-12-20 12:00,223.754,,
,,,,1926-11-12 12:00,227.386,,,1927-04-05 12:00,46.692,,,1927-12-21 12:00,224.497,,,1928-05-19 12:00,46.826,,,1928-10-13 12:00,227.723,,,1929-03-17 12:00,35.201,,,,,,,1929-06-05 12:00,31.549,,,1929-11-27 12:00,227.978,,,1930-04-19 12:00,46.748,,,1930-09-19 12:00,222.141,,,1931-06-03 12:00,46.402,,,1931-10-28 12:00,227.552,,,1932-03-22 12:00,45.495,,,1932-12-10 12:00,226.866,,,1933-05-04 12:00,47.195,,,1933-09-29 12:00,226.628,,,1934-06-15 12:00,45.245,,,1934-11-12 12:00,228.077,,,1935-04-05 12:00,47.3,,,1935-12-21 12:00,224.91,,
,,,,1926-11-13 12:00,228.642,,,1927-04-06 12:00,47.898,,,1927-12-22 12:00,225.649,,,1928-05-20 12:00,48.053,,,1928-10-14 12:00,228.952,,,1929-03-18 12:00,35.62,,,,,,,1929-06-06 12:00,32.25,,,1929-11-28 12:00,229.232,,,1930-04-20 12:00,47.977,,,1930-09-20 12:00,223.06,,,1931-06-04 12:00,47.609,,,1931-10-29 12:00,228.8,,,1932-03-23 12:00,46.609,,,1932-12-11 12:00,228.102,,,1933-05-05 12:00,48.428,,,1933-09-30 12:00,227.8,,,1934-06-16 12:00,46.401,,,1934-11-13 12:00,229.333,,,1935-04-06 12:00,48.504,,,1935-12-22 12:00,226.069,,
,,,,1926-11-14 12:00,229.898,,,1927-04-07 12:00,49.102,,,1927-12-23 12:00,226.804,,,1928-05-21 12:00,49.28,,,1928-10-15 12:00,230.18,,,1929-03-19 12:00,36.009,,,,,,,1929-06-07 12:00,32.966,,,1929-11-29 12:00,230.487,,,1930-04-21 12:00,49.205,,,1930-09-21 12:00,223.971,,,1931-06-05 12:00,48.817,,,1931-10-30 12:00,230.049,,,1932-03-24 12:00,47.72,,,1932-12-12 12:00,229.338,,,1933-05-06 12:00,49.66,,,1933-10-01 12:00,228.971,,,1934-06-17 12:00,47.559,,,1934-11-14 12:00,230.59,,,1935-04-07 12:00,49.707,,,1935-12-23 12:00,227.23,,
,,,,1926-11-15 12:00,231.154,,,1927-04-08 12:00,50.306,,,1927-12-24 12:00,227.962,,,1928-05-22 12:00,50.507,,,1928-10-16 12:00,231.408,,,1929-03-20 12:00,36.368,,,,,,,1929-06-08 12:00,33.698,,,1929-11-30 12:00,231.742,,,1930-04-22 12:00,50.432,,,1930-09-22 12:00,224.873,,,1931-06-06 12:00,50.026,,,1931-10-31 12:00,231.297,,,1932-03-25 12:00,48.827,,,1932-12-13 12:00,230.575,,,1933-05-07 12:00,50.892,,,1933-10-02 12:00,230.14,,,1934-06-18 12:00,48.718,,,1934-11-15 12:00,231.846,,,1935-04-08 12:00,50.908,,,1935-12-24 12:00,228.393,,
,,,,1926-11-16 12:00,232.41,,,1927-04-09 12:00,51.508,,,1927-12-25 12:00,229.122,,,1928-05-23 12:00,51.733,,,1928-10-17 12:00,232.636,,,1929-03-21 12:00,36.694,,,,,,,1929-06-09 12:00,34.445,,,1929-12-01 12:00,232.997,,,1930-04-23 12:00,51.659,,,1930-09-23 12:00,225.765,,,1931-06-07 12:00,51.234,,,1931-11-01 12:00,232.545,,,1932-03-26 12:00,49.93,,,1932-12-14 12:00,231.812,,,1933-05-08 12:00,52.124,,,1933-10-03 12:00,231.308,,,1934-06-19 12:00,49.878,,,1934-11-16 12:00,233.102,,,1935-04-09 12:00,52.109,,,1935-12-25 12:00,229.559,,
,,,,1926-11-17 12:00,233.667,,,1927-04-10 12:00,52.709,,,1927-12-26 12:00,230.284,,,1928-05-24 12:00,52.96,,,1928-10-18 12:00,233.864,,,1929-03-22 12:00,36.988,,,,,,,1929-06-10 12:00,35.206,,,1929-12-02 12:00,234.253,,,1930-04-24 12:00,52.886,,,1930-09-24 12:00,226.649,,,1931-06-08 12:00,52.443,,,1931-11-02 12:00,233.794,,,1932-03-27 12:00,51.03,,,1932-12-15 12:00,233.05,,,1933-05-09 12:00,53.356,,,1933-10-04 12:00,232.475,,,1934-06-20 12:00,51.039,,,1934-11-17 12:00,234.359,,,1935-04-10 12:00,53.308,,,1935-12-26 12:00,230.727,,
,,,,1926-11-18 12:00,234.923,,,1927-04-11 12:00,53.909,,,1927-12-27 12:00,231.449,,,1928-05-25 12:00,54.187,,,1928-10-19 12:00,235.092,,,1929-03-23 12:00,37.248,,,,,,,1929-06-11 12:00,35.98,,,1929-12-03 12:00,235.508,,,1930-04-25 12:00,54.112,,,1930-09-25 12:00,227.522,,,1931-06-09 12:00,53.653,,,1931-11-03 12:00,235.042,,,1932-03-28 12:00,52.126,,,1932-12-16 12:00,234.289,,,1933-05-10 12:00,54.587,,,1933-10-05 12:00,233.641,,,1934-06-21 12:00,52.201,,,1934-11-18 12:00,235.615,,,1935-04-11 12:00,54.505,,,1935-12-27 12:00,231.897,,
,,,,1926-11-19 12:00,236.18,,,1927-04-12 12:00,55.107,,,1927-12-28 12:00,232.616,,,1928-05-26 12:00,55.413,,,1928-10-20 12:00,236.319,,,1929-03-24 12:00,37.473,,,,,,,1929-06-12 12:00,36.768,,,1929-12-04 12:00,236.764,,,1930-04-26 12:00,55.337,,,1930-09-26 12:00,228.384,,,1931-06-10 12:00,54.862,,,1931-11-04 12:00,236.291,,,1932-03-29 12:00,53.217,,,1932-12-17 12:00,235.528,,,1933-05-11 12:00,55.818,,,1933-10-06 12:00,234.806,,,1934-06-22 12:00,53.364,,,1934-11-19 12:00,236.872,,,1935-04-12 12:00,55.702,,,1935-12-28 12:00,233.07,,
,,,,1926-11-20 12:00,237.436,,,1927-04-13 12:00,56.304,,,1927-12-29 12:00,233.784,,,1928-05-27 12:00,56.639,,,1928-10-21 12:00,237.546,,,1929-03-25 12:00,37.661,,,,,,,1929-06-13 12:00,37.568,,,1929-12-05 12:00,238.02,,,1930-04-27 12:00,56.562,,,1930-09-27 12:00,229.236,,,1931-06-11 12:00,56.072,,,1931-11-05 12:00,237.539,,,1932-03-30 12:00,54.305,,,1932-12-18 12:00,236.768,,,1933-05-12 12:00,57.049,,,1933-10-07 12:00,235.969,,,1934-06-23 12:00,54.529,,,1934-11-20 12:00,238.128,,,1935-04-13 12:00,56.897,,,1935-12-29 12:00,234.244,,
,,,,1926-11-21 12:00,238.693,,,1927-04-14 12:00,57.5,,,1927-12-30 12:00,234.955,,,1928-05-28 12:00,57.866,,,1928-10-22 12:00,238.773,,,1929-03-26 12:00,37.814,,,,,,,1929-06-14 12:00,38.381,,,1929-12-06 12:00,239.276,,,1930-04-28 12:00,57.787,,,1930-09-28 12:00,230.077,,,1931-06-12 12:00,57.283,,,1931-11-06 12:00,238.787,,,1932-03-31 12:00,55.389,,,1932-12-19 12:00,238.008,,,1933-05-13 12:00,58.28,,,1933-10-08 12:00,237.131,,,1934-06-24 12:00,55.694,,,1934-11-21 12:00,239.385,,,1935-04-14 12:00,58.091,,,1935-12-30 12:00,235.42,,
,,,,1926-11-22 12:00,239.95,,,1927-04-15 12:00,58.695,,,1927-12-31 12:00,236.128,,,1928-05-29 12:00,59.092,,,1928-10-23 12:00,239.999,,,1929-03-27 12:00,37.928,,,,,,,1929-06-15 12:00,39.205,,,1929-12-07 12:00,240.532,,,1930-04-29 12:00,59.011,,,1930-09-29 12:00,230.906,,,1931-06-13 12:00,58.493,,,1931-11-07 12:00,240.036,,,1932-04-01 12:00,56.469,,,1932-12-20 12:00,239.249,,,1933-05-14 12:00,59.511,,,1933-10-09 12:00,238.291,,,1934-06-25 12:00,56.861,,,1934-11-22 12:00,240.642,,,1935-04-15 12:00,59.283,,,,,,
,,,,1926-11-23 12:00,241.207,,,1927-04-16 12:00,59.888,,,1928-01-01 12:00,237.303,,,1928-05-30 12:00,60.319,,,1928-10-24 12:00,241.225,,,1929-03-28 12:00,38.004,,,,,,,1929-06-16 12:00,40.04,,,1929-12-08 12:00,241.789,,,1930-04-30 12:00,60.235,,,1930-09-30 12:00,231.723,,,1931-06-14 12:00,59.704,,,1931-11-08 12:00,241.285,,,1932-04-02 12:00,57.544,,,1932-12-21 12:00,240.49,,,1933-05-15 12:00,60.741,,,1933-10-10 12:00,239.45,,,1934-06-26 12:00,58.029,,,1934-11-23 12:00,241.898,,,1935-04-16 12:00,60.474,,,,,,
,,,,1926-11-24 12:00,242.464,,,1927-04-17 12:00,61.081,,,1928-01-02 12:00,238.48,,,1928-05-31 12:00,61.545,,,1928-10-25 12:00,242.451,,,1929-03-29 12:00,38.04,,,,,,,1929-06-17 12:00,40.886,,,1929-12-09 12:00,243.045,,,1930-05-01 12:00,61.458,,,1930-10-01 12:00,232.527,,,1931-06-15 12:00,60.916,,,1931-11-09 12:00,242.533,,,1932-04-03 12:00,58.615,,,1932-12-22 12:00,241.732,,,1933-05-16 12:00,61.972,,,1933-10-11 12:00,240.608,,,1934-06-27 12:00,59.198,,,1934-11-24 12:00,243.155,,,1935-04-17 12:00,61.664,,,,,,
,,,,1926-11-25 12:00,243.721,,,1927-04-18 12:00,62.271,,,1928-01-03 12:00,239.658,,,1928-06-01 12:00,62.771,,,1928-10-26 12:00,243.677,,,1929-03-30 12:00,38.037,,,,,,,1929-06-18 12:00,41.743,,,1929-12-10 12:00,244.301,,,1930-05-02 12:00,62.68,,,1930-10-02 12:00,233.318,,,1931-06-16 12:00,62.128,,,1931-11-10 12:00,243.782,,,1932-04-04 12:00,59.681,,,1932-12-23 12:00,242.975,,,1933-05-17 12:00,63.202,,,1933-10-12 12:00,241.764,,,1934-06-28 12:00,60.368,,,1934-11-25 12:00,244.412,,,1935-04-18 12:00,62.853,,,,,,
,,,,1926-11-26 12:00,244.978,,,1927-04-19 12:00,63.461,,,1928-01-04 12:00,240.839,,,1928-06-02 12:00,63.998,,,1928-10-27 12:00,244.902,,,1929-03-31 12:00,37.993,,,,,,,1929-06-19 12:00,42.611,,,1929-12-11 12:00,245.558,,,1930-05-03 12:00,63.902,,,1930-10-03 12:00,234.095,,,1931-06-17 12:00,63.34,,,1931-11-11 12:00,245.03,,,1932-04-05 12:00,60.743,,,1932-12-24 12:00,244.217,,,1933-05-18 12:00,64.432,,,1933-10-13 12:00,242.919,,,1934-06-29 12:00,61.539,,,1934-11-26 12:00,245.669,,,1935-04-19 12:00,64.04,,,,,,
,,,,1926-11-27 12:00,246.235,,,1927-04-20 12:00,64.649,,,1928-01-05 12:00,242.021,,,1928-06-03 12:00,65.224,,,1928-10-28 12:00,246.127,,,1929-04-01 12:00,37.908,,,,,,,1929-06-20 12:00,43.488,,,1929-12-12 12:00,246.814,,,1930-05-04 12:00,65.124,,,1930-10-04 12:00,234.858,,,1931-06-18 12:00,64.552,,,1931-11-12 12:00,246.279,,,1932-04-06 12:00,61.799,,,1932-12-25 12:00,245.461,,,1933-05-19 12:00,65.661,,,1933-10-14 12:00,244.073,,,1934-06-30 12:00,62.711,,,1934-11-27 12:00,246.926,,,1935-04-20 12:00,65.225,,,,,,
,,,,1926-11-28 12:00,247.492,,,1927-04-21 12:00,65.836,,,1928-01-06 12:00,243.205,,,1928-06-04 12:00,66.451,,,1928-10-29 12:00,247.351,,,1929-04-02 12:00,37.783,,,,,,,1929-06-21 12:00,44.374,,,1929-12-13 12:00,248.071,,,1930-05-05 12:00,66.345,,,1930-10-05 12:00,235.606,,,1931-06-19 12:00,65.764,,,1931-11-13 12:00,247.528,,,1932-04-07 12:00,62.851,,,1932-12-26 12:00,246.704,,,1933-05-20 12:00,66.891,,,1933-10-15 12:00,245.224,,,1934-07-01 12:00,63.884,,,1934-11-28 12:00,248.183,,,1935-04-21 12:00,66.409,,,,,,
