Timestamp,G.Venus,HighPrice,LowPrice,Timestamp,G.Venus,HighPrice,LowPrice,Timestamp,G.Venus,HighPrice,LowPrice,Timestamp,G.Venus,HighPrice,LowPrice,Timestamp,G.Venus,HighPrice,LowPrice,Timestamp,G.Venus,HighPrice,LowPrice,Timestamp,G.Venus,HighPrice,LowPrice,Timestamp,G.Venus,HighPrice,LowPrice,Timestamp,G.Venus,HighPrice,LowPrice,Timestamp,G.Venus,HighPrice,LowPrice,Timestamp,G.Venus,HighPrice,LowPrice,Timestamp,G.Venus,HighPrice,LowPrice,Timestamp,G.Venus,HighPrice,LowPrice,Timestamp,G.Venus,HighPrice,LowPrice,Timestamp,G.Venus,HighPrice,LowPrice,Timestamp,G.Venus,HighPrice,LowPrice,Timestamp,G.Venus,HighPrice,LowPrice,Timestamp,G.Venus,HighPrice,LowPrice,Timestamp,G.Venus,HighPrice,LowPrice,Timestamp,G.Venus,HighPrice,LowPrice,Timestamp,G.Venus,HighPrice,LowPrice,Timestamp,G.Venus,HighPrice,LowPrice,Timestamp,G.Venus,HighPrice,LowPrice,Timestamp,G.Venus,HighPrice,LowPrice,Timestamp,G.Venus,HighPrice,LowPrice,Timestamp,G.Venus,HighPrice,LowPrice,Timestamp,G.Venus,HighPrice,LowPrice,Timestamp,G.Venus,HighPrice,LowPrice,Timestamp,G.Venus,HighPrice,LowPrice,Timestamp,G.Venus,HighPrice,LowPrice,Timestamp,G.Venus,HighPrice,LowPrice,Timestamp,G.Venus,HighPrice,LowPrice,Timestamp,G.Venus,HighPrice,LowPrice,Timestamp,G.Venus,HighPrice,LowPrice,Timestamp,G.Venus,HighPrice,LowPrice,Timestamp,G.Venus,HighPrice,LowPrice,Timestamp,G.Venus,HighPrice,LowPrice,Timestamp,G.Venus,HighPrice,LowPrice,Timestamp,G.Venus,HighPrice,LowPrice,Timestamp,G.Venus,HighPrice,LowPrice,Timestamp,G.Venus,HighPrice,LowPrice,Timestamp,G.Venus,HighPrice,LowPrice,Timestamp,G.Venus,HighPrice,LowPrice,Timestamp,G.Venus,HighPrice,LowPrice,Timestamp,G.Venus,HighPrice,LowPrice,Timestamp,G.Venus,HighPrice,LowPrice,Timestamp,G.Venus,HighPrice,LowPrice,Timestamp,G.Venus,HighPrice,LowPrice,Timestamp,G.Venus,HighPrice,LowPrice,Timestamp,G.Venus,HighPrice,LowPrice,Timestamp,G.Venus,HighPrice,LowPrice,Timestamp,G.Venus,HighPrice,LowPrice,Timestamp,G.Venus,HighPrice,LowPrice,Timestamp,G.Venus,HighPrice,LowPrice,Timestamp,G.Venus,HighPrice,LowPrice,Timestamp,G.Venus,HighPrice,LowPrice,Timestamp,G.Venus,HighPrice,LowPrice,Timestamp,G.Venus,HighPrice,LowPrice,Timestamp,G.Venus,HighPrice,LowPrice,Timestamp,G.Venus,HighPrice,LowPrice,Timestamp,G.Venus,HighPrice,LowPrice,Timestamp,G.Venus,HighPrice,LowPrice,Timestamp,G.Venus,HighPrice,LowPrice,Timestamp,G.Venus,HighPrice,LowPrice,Timestamp,G.Venus,HighPrice,LowPrice,Timestamp,G.Venus,HighPrice,LowPrice
,,,,1906-07-23 12:00,158.92,,,1907-04-08 12:00,337.785,,,1907-09-07 12:00,161.929,,,1908-01-30 12:00,342.46,,,,,,,1908-08-14 12:00,100.728,,,1908-10-07 12:00,149.4,,,1909-03-14 12:00,341.982,,,1909-08-07 12:00,161.467,,,1910-01-06 12:00,326.25,,,1910-09-21 12:00,161.052,,,1911-02-13 12:00,342.748,,,1911-07-11 12:00,153.676,,,1912-03-28 12:00,341.722,,,1912-08-21 12:00,161.087,,,1913-01-15 12:00,339.782,,,1913-10-04 12:00,159.747,,,1914-02-27 12:00,342.156,,,1914-07-23 12:00,159.434,,,1915-04-07 12:00,337.127,,,1915-09-06 12:00,161.379,,,1916-01-29 12:00,341.844,,,,,,,1916-08-07 12:00,96.281,,,1916-10-07 12:00,149.766,,,1917-03-14 12:00,342.661,,,1917-08-06 12:00,160.894,,,1918-01-05 12:00,324.575,,,1918-09-21 12:00,161.731,,,1919-02-12 12:00,342.171,,,1919-07-10 12:00,152.725,,,1920-03-27 12:00,341.133,,,1920-08-21 12:00,161.763,,,1921-01-14 12:00,339.024,,,1921-10-03 12:00,159.146,,,1922-02-27 12:00,342.832,,,1922-07-22 12:00,158.774,,,1923-04-07 12:00,337.638,,,1923-09-06 12:00,162.055,,,1924-01-29 12:00,342.44,,,,,,,1924-07-30 12:00,92.111,,,1924-10-08 12:00,151.248,,,1925-03-13 12:00,342.083,,,1925-08-06 12:00,161.514,,,1926-01-05 12:00,323.276,,,1926-09-20 12:00,161.156,,,1927-02-12 12:00,342.822,,,1927-07-10 12:00,152.641,,,1928-03-27 12:00,341.761,,,1928-08-20 12:00,161.195,,,1929-01-14 12:00,339.383,,,1929-10-03 12:00,159.76,,,1930-02-26 12:00,342.255,,,1930-07-22 12:00,159.267,,,1931-04-07 12:00,338.159,,,1931-09-05 12:00,161.5,,,1932-01-28 12:00,341.812,,,1932-10-08 12:00,151.653,,,1933-03-13 12:00,342.759,,,1933-08-05 12:00,160.933,,,1934-01-05 12:00,321.815,,,1934-09-20 12:00,161.835,,,1935-02-11 12:00,342.246,,,1935-07-10 12:00,152.514,,
,,,,1906-07-24 12:00,160.079,,,1907-04-09 12:00,338.96,,,1907-09-08 12:00,163.171,,,1908-01-31 12:00,343.684,,,,,,,1908-08-15 12:00,101.29,,,1908-10-08 12:00,150.5,,,1909-03-15 12:00,343.226,,,1909-08-08 12:00,162.681,,,1910-01-07 12:00,326.776,,,1910-09-22 12:00,162.291,,,1911-02-14 12:00,343.994,,,1911-07-12 12:00,154.594,,,1912-03-29 12:00,342.948,,,1912-08-22 12:00,162.322,,,1913-01-16 12:00,340.922,,,1913-10-05 12:00,160.964,,,1914-02-28 12:00,343.406,,,1914-07-24 12:00,160.589,,,1915-04-08 12:00,338.304,,,1915-09-07 12:00,162.621,,,1916-01-30 12:00,343.067,,,,,,,1916-08-08 12:00,96.73,,,1916-10-08 12:00,150.875,,,1917-03-15 12:00,343.905,,,1917-08-07 12:00,162.106,,,1918-01-06 12:00,325.063,,,1918-09-22 12:00,162.97,,,1919-02-13 12:00,343.416,,,1919-07-11 12:00,153.632,,,1920-03-28 12:00,342.36,,,1920-08-22 12:00,162.997,,,1921-01-15 12:00,340.16,,,1921-10-04 12:00,160.363,,,1922-02-28 12:00,344.082,,,1922-07-23 12:00,159.926,,,1923-04-08 12:00,338.818,,,1923-09-07 12:00,163.298,,,1924-01-30 12:00,343.661,,,,,,,1924-07-31 12:00,92.397,,,1924-10-09 12:00,152.367,,,1925-03-14 12:00,343.328,,,1925-08-07 12:00,162.725,,,1926-01-06 12:00,323.694,,,1926-09-21 12:00,162.394,,,1927-02-13 12:00,344.067,,,1927-07-11 12:00,153.525,,,1928-03-28 12:00,342.99,,,1928-08-21 12:00,162.429,,,1929-01-15 12:00,340.511,,,1929-10-04 12:00,160.979,,,1930-02-27 12:00,343.505,,,1930-07-23 12:00,160.415,,,1931-04-08 12:00,339.342,,,1931-09-06 12:00,162.742,,,1932-01-29 12:00,343.033,,,1932-10-09 12:00,152.779,,,1933-03-14 12:00,344.004,,,1933-08-06 12:00,162.143,,,1934-01-06 12:00,322.158,,,1934-09-21 12:00,163.074,,,1935-02-12 12:00,343.491,,,1935-07-11 12:00,153.375,,
,,,,1906-07-25 12:00,161.236,,,1907-04-10 12:00,340.135,,,1907-09-09 12:00,164.414,,,1908-02-01 12:00,344.908,,,,,,,1908-08-16 12:00,101.874,,,1908-10-09 12:00,151.605,,,1909-03-16 12:00,344.469,,,1909-08-09 12:00,163.893,,,1910-01-08 12:00,327.276,,,1910-09-23 12:00,163.53,,,1911-02-15 12:00,345.239,,,1911-07-13 12:00,155.504,,,1912-03-30 12:00,344.174,,,1912-08-23 12:00,163.556,,,1913-01-17 12:00,342.058,,,1913-10-06 12:00,162.182,,,1914-03-01 12:00,344.655,,,1914-07-25 12:00,161.742,,,1915-04-09 12:00,339.482,,,1915-09-08 12:00,163.863,,,1916-01-31 12:00,344.29,,,,,,,1916-08-09 12:00,97.204,,,1916-10-09 12:00,151.986,,,1917-03-16 12:00,345.149,,,1917-08-08 12:00,163.318,,,1918-01-07 12:00,325.523,,,1918-09-23 12:00,164.21,,,1919-02-14 12:00,344.661,,,1919-07-12 12:00,154.529,,,1920-03-29 12:00,343.588,,,1920-08-23 12:00,164.232,,,1921-01-16 12:00,341.292,,,1921-10-05 12:00,161.582,,,1922-03-01 12:00,345.331,,,1922-07-24 12:00,161.077,,,1923-04-09 12:00,339.999,,,1923-09-08 12:00,164.54,,,1924-01-31 12:00,344.882,,,,,,,1924-08-01 12:00,92.714,,,1924-10-10 12:00,153.489,,,1925-03-15 12:00,344.572,,,1925-08-08 12:00,163.935,,,1926-01-07 12:00,324.083,,,1926-09-22 12:00,163.634,,,1927-02-14 12:00,345.311,,,1927-07-12 12:00,154.4,,,1928-03-29 12:00,344.218,,,1928-08-22 12:00,163.662,,,1929-01-16 12:00,341.636,,,1929-10-05 12:00,162.199,,,1930-02-28 12:00,344.754,,,1930-07-24 12:00,161.562,,,1931-04-09 12:00,340.525,,,1931-09-07 12:00,163.984,,,1932-01-30 12:00,344.252,,,1932-10-10 12:00,153.908,,,1933-03-15 12:00,345.248,,,1933-08-07 12:00,163.353,,,1934-01-07 12:00,322.468,,,1934-09-22 12:00,164.314,,,1935-02-13 12:00,344.735,,,1935-07-12 12:00,154.225,,
,,,,1906-07-26 12:00,162.392,,,1907-04-11 12:00,341.311,,,1907-09-10 12:00,165.657,,,1908-02-02 12:00,346.131,,,,,,,1908-08-17 12:00,102.479,,,1908-10-10 12:00,152.713,,,1909-03-17 12:00,345.713,,,1909-08-10 12:00,165.106,,,1910-01-09 12:00,327.749,,,1910-09-24 12:00,164.77,,,1911-02-16 12:00,346.483,,,1911-07-14 12:00,156.404,,,1912-03-31 12:00,345.401,,,1912-08-24 12:00,164.791,,,1913-01-18 12:00,343.191,,,1913-10-07 12:00,163.401,,,1914-03-02 12:00,345.905,,,1914-07-26 12:00,162.894,,,1915-04-10 12:00,340.66,,,1915-09-09 12:00,165.106,,,1916-02-01 12:00,345.512,,,,,,,1916-08-10 12:00,97.703,,,1916-10-10 12:00,153.102,,,1917-03-17 12:00,346.393,,,1917-08-09 12:00,164.53,,,1918-01-08 12:00,325.955,,,1918-09-24 12:00,165.45,,,1919-02-15 12:00,345.905,,,1919-07-13 12:00,155.417,,,1920-03-30 12:00,344.815,,,1920-08-24 12:00,165.466,,,1921-01-17 12:00,342.421,,,1921-10-06 12:00,162.801,,,1922-03-02 12:00,346.58,,,1922-07-25 12:00,162.226,,,1923-04-10 12:00,341.18,,,1923-09-09 12:00,165.783,,,1924-02-01 12:00,346.102,,,,,,,1924-08-02 12:00,93.061,,,1924-10-11 12:00,154.615,,,1925-03-16 12:00,345.816,,,1925-08-09 12:00,165.145,,,1926-01-08 12:00,324.44,,,1926-09-23 12:00,164.874,,,1927-02-15 12:00,346.555,,,1927-07-13 12:00,155.264,,,1928-03-30 12:00,345.447,,,1928-08-23 12:00,164.896,,,1929-01-17 12:00,342.758,,,1929-10-06 12:00,163.42,,,1930-03-01 12:00,346.004,,,1930-07-25 12:00,162.706,,,1931-04-10 12:00,341.71,,,1931-09-08 12:00,165.226,,,1932-01-31 12:00,345.471,,,1932-10-11 12:00,155.04,,,1933-03-16 12:00,346.493,,,1933-08-08 12:00,164.562,,,1934-01-08 12:00,322.743,,,1934-09-23 12:00,165.555,,,1935-02-14 12:00,345.979,,,1935-07-13 12:00,155.064,,
,,,,1906-07-27 12:00,163.546,,,1907-04-12 12:00,342.488,,,1907-09-11 12:00,166.9,,,1908-02-03 12:00,347.352,,,,,,,1908-08-18 12:00,103.105,,,1908-10-11 12:00,153.825,,,1909-03-18 12:00,346.957,,,1909-08-11 12:00,166.319,,,1910-01-10 12:00,328.194,,,1910-09-25 12:00,166.01,,,1911-02-17 12:00,347.727,,,1911-07-15 12:00,157.296,,,1912-04-01 12:00,346.627,,,1912-08-25 12:00,166.025,,,1913-01-19 12:00,344.32,,,1913-10-08 12:00,164.621,,,1914-03-03 12:00,347.153,,,1914-07-27 12:00,164.044,,,1915-04-11 12:00,341.84,,,1915-09-10 12:00,166.349,,,1916-02-02 12:00,346.733,,,,,,,1916-08-11 12:00,98.226,,,1916-10-11 12:00,154.221,,,1917-03-18 12:00,347.636,,,1917-08-10 12:00,165.741,,,1918-01-09 12:00,326.357,,,1918-09-25 12:00,166.691,,,1919-02-16 12:00,347.149,,,1919-07-14 12:00,156.295,,,1920-03-31 12:00,346.042,,,1920-08-25 12:00,166.7,,,1921-01-18 12:00,343.547,,,1921-10-07 12:00,164.022,,,1922-03-03 12:00,347.829,,,1922-07-26 12:00,163.374,,,1923-04-11 12:00,342.363,,,1923-09-10 12:00,167.026,,,1924-02-02 12:00,347.321,,,,,,,1924-08-03 12:00,93.436,,,1924-10-12 12:00,155.745,,,1925-03-17 12:00,347.06,,,1925-08-10 12:00,166.355,,,1926-01-09 12:00,324.765,,,1926-09-24 12:00,166.115,,,1927-02-16 12:00,347.799,,,1927-07-14 12:00,156.118,,,1928-03-31 12:00,346.675,,,1928-08-24 12:00,166.13,,,1929-01-18 12:00,343.875,,,1929-10-07 12:00,164.642,,,1930-03-02 12:00,347.253,,,1930-07-26 12:00,163.849,,,1931-04-11 12:00,342.895,,,1931-09-09 12:00,166.469,,,1932-02-01 12:00,346.689,,,1932-10-12 12:00,156.176,,,1933-03-17 12:00,347.737,,,1933-08-09 12:00,165.771,,,1934-01-09 12:00,322.984,,,1934-09-24 12:00,166.796,,,1935-02-15 12:00,347.222,,,1935-07-14 12:00,155.89,,
,,,,1906-07-28 12:00,164.699,,,1907-04-13 12:00,343.666,,,1907-09-12 12:00,168.144,,,1908-02-04 12:00,348.573,,,,,,,1908-08-19 12:00,103.75,,,1908-10-12 12:00,154.941,,,1909-03-19 12:00,348.2,,,1909-08-12 12:00,167.531,,,1910-01-11 12:00,328.609,,,1910-09-26 12:00,167.251,,,1911-02-18 12:00,348.971,,,1911-07-16 12:00,158.177,,,1912-04-02 12:00,347.854,,,1912-08-26 12:00,167.26,,,1913-01-20 12:00,345.447,,,1913-10-09 12:00,165.842,,,1914-03-04 12:00,348.402,,,1914-07-28 12:00,165.192,,,1915-04-12 12:00,343.02,,,1915-09-11 12:00,167.593,,,1916-02-03 12:00,347.952,,,,,,,1916-08-12 12:00,98.771,,,1916-10-12 12:00,155.344,,,1917-03-19 12:00,348.88,,,1917-08-11 12:00,166.952,,,1918-01-10 12:00,326.728,,,1918-09-26 12:00,167.932,,,1919-02-17 12:00,348.393,,,1919-07-15 12:00,157.163,,,1920-04-01 12:00,347.27,,,1920-08-26 12:00,167.934,,,1921-01-19 12:00,344.669,,,1921-10-08 12:00,165.244,,,1922-03-04 12:00,349.078,,,1922-07-27 12:00,164.52,,,1923-04-12 12:00,343.546,,,1923-09-11 12:00,168.269,,,1924-02-03 12:00,348.539,,,,,,,1924-08-04 12:00,93.84,,,1924-10-13 12:00,156.877,,,1925-03-18 12:00,348.304,,,1925-08-11 12:00,167.564,,,1926-01-10 12:00,325.056,,,1926-09-25 12:00,167.356,,,1927-02-17 12:00,349.041,,,1927-07-15 12:00,156.96,,,1928-04-01 12:00,347.903,,,1928-08-25 12:00,167.364,,,1929-01-19 12:00,344.989,,,1929-10-08 12:00,165.866,,,1930-03-03 12:00,348.501,,,1930-07-27 12:00,164.991,,,1931-04-12 12:00,344.081,,,1931-09-10 12:00,167.712,,,1932-02-02 12:00,347.906,,,1932-10-13 12:00,157.314,,,1933-03-18 12:00,348.981,,,1933-08-10 12:00,166.979,,,1934-01-10 12:00,323.189,,,1934-09-25 12:00,168.037,,,1935-02-16 12:00,348.465,,,1935-07-15 12:00,156.705,,
,,,,1906-07-29 12:00,165.85,,,1907-04-14 12:00,344.845,,,1907-09-13 12:00,169.387,,,1908-02-05 12:00,349.793,,,,,,,1908-08-20 12:00,104.413,,,1908-10-13 12:00,156.061,,,1909-03-20 12:00,349.443,,,1909-08-13 12:00,168.742,,,1910-01-12 12:00,328.995,,,1910-09-27 12:00,168.493,,,1911-02-19 12:00,350.214,,,1911-07-17 12:00,159.049,,,1912-04-03 12:00,349.08,,,1912-08-27 12:00,168.495,,,1913-01-21 12:00,346.569,,,1913-10-10 12:00,167.064,,,1914-03-05 12:00,349.65,,,1914-07-29 12:00,166.339,,,1915-04-13 12:00,344.201,,,1915-09-12 12:00,168.836,,,1916-02-04 12:00,349.171,,,,,,,1916-08-13 12:00,99.34,,,1916-10-13 12:00,156.47,,,1917-03-20 12:00,350.123,,,1917-08-12 12:00,168.162,,,1918-01-11 12:00,327.068,,,1918-09-27 12:00,169.175,,,1919-02-18 12:00,349.635,,,1919-07-16 12:00,158.02,,,1920-04-02 12:00,348.497,,,1920-08-27 12:00,169.169,,,1921-01-20 12:00,345.788,,,1921-10-09 12:00,166.467,,,1922-03-05 12:00,350.326,,,1922-07-28 12:00,165.664,,,1923-04-13 12:00,344.73,,,1923-09-12 12:00,169.513,,,1924-02-04 12:00,349.755,,,,,,,1924-08-05 12:00,94.271,,,1924-10-14 12:00,158.013,,,1925-03-19 12:00,349.548,,,1925-08-12 12:00,168.773,,,1926-01-11 12:00,325.313,,,1926-09-26 12:00,168.598,,,1927-02-18 12:00,350.284,,,1927-07-16 12:00,157.791,,,1928-04-02 12:00,349.131,,,1928-08-26 12:00,168.598,,,1929-01-20 12:00,346.099,,,1929-10-09 12:00,167.09,,,1930-03-04 12:00,349.75,,,1930-07-28 12:00,166.13,,,1931-04-13 12:00,345.267,,,1931-09-11 12:00,168.956,,,1932-02-03 12:00,349.121,,,1932-10-14 12:00,158.456,,,1933-03-19 12:00,350.225,,,1933-08-11 12:00,168.187,,,1934-01-11 12:00,323.357,,,1934-09-26 12:00,169.28,,,1935-02-17 12:00,349.707,,,1935-07-16 12:00,157.508,,
,,,,1906-07-30 12:00,166.999,,,1907-04-15 12:00,346.024,,,1907-09-14 12:00,170.631,,,1908-02-06 12:00,351.011,,,,,,,1908-08-21 12:00,105.095,,,1908-10-14 12:00,157.184,,,1909-03-21 12:00,350.686,,,1909-08-14 12:00,169.953,,,1910-01-13 12:00,329.348,,,1910-09-28 12:00,169.735,,,1911-02-20 12:00,351.456,,,1911-07-18 12:00,159.911,,,1912-04-04 12:00,350.307,,,1912-08-28 12:00,169.729,,,1913-01-22 12:00,347.688,,,1913-10-11 12:00,168.287,,,1914-03-06 12:00,350.898,,,1914-07-30 12:00,167.484,,,1915-04-14 12:00,345.383,,,1915-09-13 12:00,170.08,,,1916-02-05 12:00,350.389,,,,,,,1916-08-14 12:00,99.929,,,1916-10-14 12:00,157.6,,,1917-03-21 12:00,351.367,,,1917-08-13 12:00,169.373,,,1918-01-12 12:00,327.374,,,1918-09-28 12:00,170.417,,,1919-02-19 12:00,350.878,,,1919-07-17 12:00,158.867,,,1920-04-03 12:00,349.725,,,1920-08-28 12:00,170.403,,,1921-01-21 12:00,346.902,,,1921-10-10 12:00,167.69,,,1922-03-06 12:00,351.574,,,1922-07-29 12:00,166.806,,,1923-04-14 12:00,345.914,,,1923-09-13 12:00,170.757,,,1924-02-05 12:00,350.971,,,,,,,1924-08-06 12:00,94.728,,,1924-10-15 12:00,159.152,,,1925-03-20 12:00,350.792,,,1925-08-13 12:00,169.982,,,1926-01-12 12:00,325.535,,,1926-09-27 12:00,169.84,,,1927-02-19 12:00,351.526,,,1927-07-17 12:00,158.61,,,1928-04-03 12:00,350.36,,,1928-08-27 12:00,169.831,,,1929-01-21 12:00,347.205,,,1929-10-10 12:00,168.315,,,1930-03-05 12:00,350.998,,,1930-07-29 12:00,167.268,,,1931-04-14 12:00,346.454,,,1931-09-12 12:00,170.199,,,1932-02-04 12:00,350.336,,,1932-10-15 12:00,159.601,,,1933-03-20 12:00,351.469,,,1933-08-12 12:00,169.394,,,1934-01-12 12:00,323.487,,,1934-09-27 12:00,170.523,,,1935-02-18 12:00,350.949,,,1935-07-17 12:00,158.297,,
,,,,1906-07-31 12:00,168.147,,,1907-04-16 12:00,347.204,,,1907-09-15 12:00,171.876,,,1908-02-07 12:00,352.229,,,,,,,1908-08-22 12:00,105.794,,,1908-10-15 12:00,158.311,,,1909-03-22 12:00,351.929,,,1909-08-15 12:00,171.164,,,1910-01-14 12:00,329.67,,,1910-09-29 12:00,170.978,,,1911-02-21 12:00,352.699,,,1911-07-19 12:00,160.762,,,1912-04-05 12:00,351.534,,,1912-08-29 12:00,170.964,,,1913-01-23 12:00,348.803,,,1913-10-12 12:00,169.511,,,1914-03-07 12:00,352.146,,,1914-07-31 12:00,168.627,,,1915-04-15 12:00,346.565,,,1915-09-14 12:00,171.324,,,1916-02-06 12:00,351.606,,,,,,,1916-08-15 12:00,100.54,,,1916-10-15 12:00,158.733,,,1917-03-22 12:00,352.61,,,1917-08-14 12:00,170.582,,,1918-01-13 12:00,327.647,,,1918-09-29 12:00,171.66,,,1919-02-20 12:00,352.12,,,1919-07-18 12:00,159.702,,,1920-04-04 12:00,350.952,,,1920-08-29 12:00,171.637,,,1921-01-22 12:00,348.013,,,1921-10-11 12:00,168.915,,,1922-03-07 12:00,352.821,,,1922-07-30 12:00,167.946,,,1923-04-15 12:00,347.099,,,1923-09-14 12:00,172.001,,,1924-02-06 12:00,352.186,,,,,,,1924-08-07 12:00,95.21,,,1924-10-16 12:00,160.294,,,1925-03-21 12:00,352.035,,,1925-08-14 12:00,171.19,,,1926-01-13 12:00,325.72,,,1926-09-28 12:00,171.083,,,1927-02-20 12:00,352.767,,,1927-07-18 12:00,159.417,,,1928-04-04 12:00,351.588,,,1928-08-28 12:00,171.065,,,1929-01-22 12:00,348.307,,,1929-10-11 12:00,169.541,,,1930-03-06 12:00,352.245,,,1930-07-30 12:00,168.403,,,1931-04-15 12:00,347.642,,,1931-09-13 12:00,171.443,,,1932-02-05 12:00,351.55,,,1932-10-16 12:00,160.748,,,1933-03-21 12:00,352.712,,,1933-08-13 12:00,170.601,,,1934-01-13 12:00,323.579,,,1934-09-28 12:00,171.766,,,1935-02-19 12:00,352.19,,,1935-07-18 12:00,159.073,,
,,,,1906-08-01 12:00,169.292,,,1907-04-17 12:00,348.385,,,1907-09-16 12:00,173.12,,,1908-02-08 12:00,353.445,,,,,,,1908-08-23 12:00,106.51,,,1908-10-16 12:00,159.441,,,1909-03-23 12:00,353.172,,,1909-08-16 12:00,172.375,,,1910-01-15 12:00,329.957,,,1910-09-30 12:00,172.221,,,1911-02-22 12:00,353.94,,,1911-07-20 12:00,161.602,,,1912-04-06 12:00,352.761,,,1912-08-30 12:00,172.198,,,1913-01-24 12:00,349.914,,,1913-10-13 12:00,170.736,,,1914-03-08 12:00,353.393,,,1914-08-01 12:00,169.769,,,1915-04-16 12:00,347.748,,,1915-09-15 12:00,172.568,,,1916-02-07 12:00,352.821,,,,,,,1916-08-16 12:00,101.17,,,1916-10-16 12:00,159.869,,,1917-03-23 12:00,353.852,,,1917-08-15 12:00,171.792,,,1918-01-14 12:00,327.884,,,1918-09-30 12:00,172.904,,,1919-02-21 12:00,353.361,,,1919-07-19 12:00,160.526,,,1920-04-05 12:00,352.179,,,1920-08-30 12:00,172.871,,,1921-01-23 12:00,349.119,,,1921-10-12 12:00,170.141,,,1922-03-08 12:00,354.068,,,1922-07-31 12:00,169.085,,,1923-04-16 12:00,348.285,,,1923-09-15 12:00,173.245,,,1924-02-07 12:00,353.399,,,,,,,1924-08-08 12:00,95.717,,,1924-10-17 12:00,161.44,,,1925-03-22 12:00,353.278,,,1925-08-15 12:00,172.398,,,1926-01-14 12:00,325.868,,,1926-09-29 12:00,172.327,,,1927-02-21 12:00,354.008,,,1927-07-19 12:00,160.212,,,1928-04-05 12:00,352.816,,,1928-08-29 12:00,172.298,,,1929-01-23 12:00,349.405,,,1929-10-12 12:00,170.768,,,1930-03-07 12:00,353.493,,,1930-07-31 12:00,169.537,,,1931-04-16 12:00,348.831,,,1931-09-14 12:00,172.687,,,1932-02-06 12:00,352.762,,,1932-10-17 12:00,161.899,,,1933-03-22 12:00,353.956,,,1933-08-14 12:00,171.808,,,1934-01-14 12:00,323.63,,,1934-09-29 12:00,173.01,,,1935-02-20 12:00,353.43,,,1935-07-19 12:00,159.835,,
,,,,1906-08-02 12:00,170.436,,,1907-04-18 12:00,349.567,,,1907-09-17 12:00,174.365,,,1908-02-09 12:00,354.66,,,,,,,,,,,1908-10-17 12:00,160.575,,,1909-03-24 12:00,354.414,,,1909-08-17 12:00,173.585,,,1910-01-16 12:00,330.209,,,1910-10-01 12:00,173.465,,,1911-02-23 12:00,355.181,,,1911-07-21 12:00,162.431,,,1912-04-07 12:00,353.987,,,1912-08-31 12:00,173.433,,,1913-01-25 12:00,351.021,,,1913-10-14 12:00,171.963,,,1914-03-09 12:00,354.64,,,1914-08-02 12:00,170.908,,,1915-04-17 12:00,348.932,,,1915-09-16 12:00,173.813,,,1916-02-08 12:00,354.036,,,,,,,1916-08-17 12:00,101.82,,,1916-10-17 12:00,161.009,,,1917-03-24 12:00,355.095,,,1917-08-16 12:00,173.001,,,1918-01-15 12:00,328.085,,,1918-10-01 12:00,174.148,,,1919-02-22 12:00,354.602,,,1919-07-20 12:00,161.338,,,1920-04-06 12:00,353.407,,,1920-08-31 12:00,174.105,,,1921-01-24 12:00,350.221,,,1921-10-13 12:00,171.367,,,1922-03-09 12:00,355.315,,,1922-08-01 12:00,170.221,,,1923-04-17 12:00,349.472,,,1923-09-16 12:00,174.489,,,1924-02-08 12:00,354.611,,,,,,,1924-08-09 12:00,96.247,,,1924-10-18 12:00,162.588,,,1925-03-23 12:00,354.521,,,1925-08-16 12:00,173.605,,,1926-01-15 12:00,325.977,,,1926-09-30 12:00,173.571,,,1927-02-22 12:00,355.248,,,1927-07-20 12:00,160.993,,,1928-04-06 12:00,354.044,,,1928-08-30 12:00,173.532,,,1929-01-24 12:00,350.498,,,1929-10-13 12:00,171.996,,,1930-03-08 12:00,354.74,,,1930-08-01 12:00,170.668,,,1931-04-17 12:00,350.02,,,1931-09-15 12:00,173.931,,,1932-02-07 12:00,353.973,,,1932-10-18 12:00,163.052,,,1933-03-23 12:00,355.199,,,1933-08-15 12:00,173.014,,,1934-01-15 12:00,323.642,,,1934-09-30 12:00,174.254,,,1935-02-21 12:00,354.67,,,1935-07-20 12:00,160.582,,
