Timestamp,H.Earth,HighPrice,LowPrice,Timestamp,H.Earth,HighPrice,LowPrice,Timestamp,H.Earth,HighPrice,LowPrice,Timestamp,H.Earth,HighPrice,LowPrice,Timestamp,H.Earth,HighPrice,LowPrice,Timestamp,H.Earth,HighPrice,LowPrice,Timestamp,H.Earth,HighPrice,LowPrice,Timestamp,H.Earth,HighPrice,LowPrice,Timestamp,H.Earth,HighPrice,LowPrice,Timestamp,H.Earth,HighPrice,LowPrice,Timestamp,H.Earth,HighPrice,LowPrice,Timestamp,H.Earth,HighPrice,LowPrice,Timestamp,H.Earth,HighPrice,LowPrice,Timestamp,H.Earth,HighPrice,LowPrice,Timestamp,H.Earth,HighPrice,LowPrice,Timestamp,H.Earth,HighPrice,LowPrice,Timestamp,H.Earth,HighPrice,LowPrice,Timestamp,H.Earth,HighPrice,LowPrice,Timestamp,H.Earth,HighPrice,LowPrice,Timestamp,H.Earth,HighPrice,LowPrice,Timestamp,H.Earth,HighPrice,LowPrice,Timestamp,H.Earth,HighPrice,LowPrice,Timestamp,H.Earth,HighPrice,LowPrice,Timestamp,H.Earth,HighPrice,LowPrice,Timestamp,H.Earth,HighPrice,LowPrice,Timestamp,H.Earth,HighPrice,LowPrice,Timestamp,H.Earth,HighPrice,LowPrice,Timestamp,H.Earth,HighPrice,LowPrice,Timestamp,H.Earth,HighPrice,LowPrice,Timestamp,H.Earth,HighPrice,LowPrice,Timestamp,H.Earth,HighPrice,LowPrice,Timestamp,H.Earth,HighPrice,LowPrice,Timestamp,H.Earth,HighPrice,LowPrice,Timestamp,H.Earth,HighPrice,LowPrice,Timestamp,H.Earth,HighPrice,LowPrice,Timestamp,H.Earth,HighPrice,LowPrice,Timestamp,H.Earth,HighPrice,LowPrice,Timestamp,H.Earth,HighPrice,LowPrice,Timestamp,H.Earth,HighPrice,LowPrice,Timestamp,H.Earth,HighPrice,LowPrice,Timestamp,H.Earth,HighPrice,LowPrice,Timestamp,H.Earth,HighPrice,LowPrice,Timestamp,H.Earth,HighPrice,LowPrice,Timestamp,H.Earth,HighPrice,LowPrice,Timestamp,H.Earth,HighPrice,LowPrice,Timestamp,H.Earth,HighPrice,LowPrice,Timestamp,H.Earth,HighPrice,LowPrice,Timestamp,H.Earth,HighPrice,LowPrice,Timestamp,H.Earth,HighPrice,LowPrice,Timestamp,H.Earth,HighPrice,LowPrice,Timestamp,H.Earth,HighPrice,LowPrice,Timestamp,H.Earth,HighPrice,LowPrice,Timestamp,H.Earth,HighPrice,LowPrice,Timestamp,H.Earth,HighPrice,LowPrice,Timestamp,H.Earth,HighPrice,LowPrice,Timestamp,H.Earth,HighPrice,LowPrice,Timestamp,H.Earth,HighPrice,LowPrice,Timestamp,H.Earth,HighPrice,LowPrice,Timestamp,H.Earth,HighPrice,LowPrice,Timestamp,H.Earth,HighPrice,LowPrice,Timestamp,H.Earth,HighPrice,LowPrice
,,,,1906-07-12 12:00,289.405,,,1907-01-13 12:00,112.388,,,1907-07-13 12:00,290.133,,,1908-01-13 12:00,112.139,,,1908-07-12 12:00,289.899,,,1909-01-12 12:00,111.893,,,1909-07-12 12:00,289.664,,,1910-01-12 12:00,111.648,,,1910-07-12 12:00,289.443,,,1911-01-13 12:00,112.42,,,1911-07-13 12:00,290.166,,,1912-01-13 12:00,112.176,,,1912-07-12 12:00,289.935,,,1913-01-12 12:00,111.931,,,1913-07-12 12:00,289.708,,,1914-01-12 12:00,111.683,,,1914-07-12 12:00,289.476,,,1915-01-13 12:00,112.451,,,1915-07-13 12:00,290.207,,,1916-01-13 12:00,112.206,,,1916-07-12 12:00,289.975,,,1917-01-12 12:00,111.96,,,1917-07-12 12:00,289.739,,,1918-01-12 12:00,111.713,,,1918-07-12 12:00,289.515,,,1919-01-13 12:00,112.484,,,1919-07-13 12:00,290.235,,,1920-01-13 12:00,112.236,,,1920-07-12 12:00,290.0,,,1921-01-12 12:00,111.991,,,1921-07-12 12:00,289.77,,,1922-01-12 12:00,111.743,,,1922-07-12 12:00,289.535,,,1923-01-13 12:00,112.511,,,1923-07-13 12:00,290.263,,,1924-01-13 12:00,112.265,,,1924-07-12 12:00,290.031,,,1925-01-12 12:00,112.015,,,1925-07-12 12:00,289.795,,,1926-01-12 12:00,111.763,,,1926-07-12 12:00,289.573,,,1927-01-13 12:00,112.533,,,1927-07-13 12:00,290.295,,,1928-01-13 12:00,112.285,,,1928-07-12 12:00,290.061,,,1929-01-12 12:00,112.041,,,1929-07-12 12:00,289.833,,,1930-01-12 12:00,111.797,,,1930-07-12 12:00,289.6,,,1931-01-12 12:00,111.547,,,1931-07-13 12:00,290.327,,,1932-01-13 12:00,112.322,,,1932-07-12 12:00,290.096,,,1933-01-12 12:00,112.078,,,1933-07-12 12:00,289.861,,,1934-01-12 12:00,111.831,,,1934-07-12 12:00,289.64,,,1935-01-12 12:00,111.587,,,1935-07-12 12:00,289.411,,,,,,
,,,,1906-07-13 12:00,290.358,,,1907-01-14 12:00,113.407,,,1907-07-14 12:00,291.087,,,1908-01-14 12:00,113.158,,,1908-07-13 12:00,290.852,,,1909-01-13 12:00,112.912,,,1909-07-13 12:00,290.618,,,1910-01-13 12:00,112.667,,,1910-07-13 12:00,290.396,,,1911-01-14 12:00,113.439,,,1911-07-14 12:00,291.119,,,1912-01-14 12:00,113.195,,,1912-07-13 12:00,290.889,,,1913-01-13 12:00,112.95,,,1913-07-13 12:00,290.662,,,1914-01-13 12:00,112.701,,,1914-07-13 12:00,290.429,,,1915-01-14 12:00,113.471,,,1915-07-14 12:00,291.161,,,1916-01-14 12:00,113.224,,,1916-07-13 12:00,290.928,,,1917-01-13 12:00,112.979,,,1917-07-13 12:00,290.693,,,1918-01-13 12:00,112.733,,,1918-07-13 12:00,290.469,,,1919-01-14 12:00,113.503,,,1919-07-14 12:00,291.189,,,1920-01-14 12:00,113.255,,,1920-07-13 12:00,290.954,,,1921-01-13 12:00,113.01,,,1921-07-13 12:00,290.723,,,1922-01-13 12:00,112.762,,,1922-07-13 12:00,290.488,,,1923-01-14 12:00,113.531,,,1923-07-14 12:00,291.217,,,1924-01-14 12:00,113.284,,,1924-07-13 12:00,290.985,,,1925-01-13 12:00,113.034,,,1925-07-13 12:00,290.749,,,1926-01-13 12:00,112.782,,,1926-07-13 12:00,290.527,,,1927-01-14 12:00,113.551,,,1927-07-14 12:00,291.248,,,1928-01-14 12:00,113.304,,,1928-07-13 12:00,291.015,,,1929-01-13 12:00,113.06,,,1929-07-13 12:00,290.787,,,1930-01-13 12:00,112.815,,,1930-07-13 12:00,290.553,,,1931-01-13 12:00,112.566,,,1931-07-14 12:00,291.281,,,1932-01-14 12:00,113.341,,,1932-07-13 12:00,291.05,,,1933-01-13 12:00,113.097,,,1933-07-13 12:00,290.815,,,1934-01-13 12:00,112.85,,,1934-07-13 12:00,290.594,,,1935-01-13 12:00,112.606,,,1935-07-13 12:00,290.365,,,,,,
,,,,1906-07-14 12:00,291.312,,,1907-01-15 12:00,114.426,,,1907-07-15 12:00,292.041,,,1908-01-15 12:00,114.176,,,1908-07-14 12:00,291.806,,,1909-01-14 12:00,113.93,,,1909-07-14 12:00,291.572,,,1910-01-14 12:00,113.686,,,1910-07-14 12:00,291.35,,,1911-01-15 12:00,114.457,,,1911-07-15 12:00,292.073,,,1912-01-15 12:00,114.214,,,1912-07-14 12:00,291.843,,,1913-01-14 12:00,113.969,,,1913-07-14 12:00,291.615,,,1914-01-14 12:00,113.72,,,1914-07-14 12:00,291.383,,,1915-01-15 12:00,114.49,,,1915-07-15 12:00,292.115,,,1916-01-15 12:00,114.243,,,1916-07-14 12:00,291.882,,,1917-01-14 12:00,113.997,,,1917-07-14 12:00,291.647,,,1918-01-14 12:00,113.752,,,1918-07-14 12:00,291.423,,,1919-01-15 12:00,114.521,,,1919-07-15 12:00,292.142,,,1920-01-15 12:00,114.274,,,1920-07-14 12:00,291.908,,,1921-01-14 12:00,114.028,,,1921-07-14 12:00,291.677,,,1922-01-14 12:00,113.78,,,1922-07-14 12:00,291.442,,,1923-01-15 12:00,114.549,,,1923-07-15 12:00,292.171,,,1924-01-15 12:00,114.302,,,1924-07-14 12:00,291.938,,,1925-01-14 12:00,114.052,,,1925-07-14 12:00,291.702,,,1926-01-14 12:00,113.801,,,1926-07-14 12:00,291.48,,,1927-01-15 12:00,114.569,,,1927-07-15 12:00,292.202,,,1928-01-15 12:00,114.322,,,1928-07-14 12:00,291.969,,,1929-01-14 12:00,114.079,,,1929-07-14 12:00,291.741,,,1930-01-14 12:00,113.833,,,1930-07-14 12:00,291.507,,,1931-01-14 12:00,113.585,,,1931-07-15 12:00,292.236,,,1932-01-15 12:00,114.36,,,1932-07-14 12:00,292.004,,,1933-01-14 12:00,114.115,,,1933-07-14 12:00,291.769,,,1934-01-14 12:00,113.869,,,1934-07-14 12:00,291.548,,,1935-01-14 12:00,113.624,,,1935-07-14 12:00,291.318,,,,,,
,,,,1906-07-15 12:00,292.266,,,1907-01-16 12:00,115.445,,,1907-07-16 12:00,292.995,,,1908-01-16 12:00,115.194,,,1908-07-15 12:00,292.759,,,1909-01-15 12:00,114.949,,,1909-07-15 12:00,292.527,,,1910-01-15 12:00,114.704,,,1910-07-15 12:00,292.304,,,1911-01-16 12:00,115.475,,,1911-07-16 12:00,293.026,,,1912-01-16 12:00,115.233,,,1912-07-15 12:00,292.798,,,1913-01-15 12:00,114.988,,,1913-07-15 12:00,292.569,,,1914-01-15 12:00,114.738,,,1914-07-15 12:00,292.337,,,1915-01-16 12:00,115.509,,,1915-07-16 12:00,293.069,,,1916-01-16 12:00,115.261,,,1916-07-15 12:00,292.835,,,1917-01-15 12:00,115.016,,,1917-07-15 12:00,292.601,,,1918-01-15 12:00,114.77,,,1918-07-15 12:00,292.377,,,1919-01-16 12:00,115.539,,,1919-07-16 12:00,293.096,,,1920-01-16 12:00,115.293,,,1920-07-15 12:00,292.862,,,1921-01-15 12:00,115.047,,,1921-07-15 12:00,292.631,,,1922-01-15 12:00,114.798,,,1922-07-15 12:00,292.396,,,1923-01-16 12:00,115.568,,,1923-07-16 12:00,293.125,,,1924-01-16 12:00,115.321,,,1924-07-15 12:00,292.891,,,1925-01-15 12:00,115.07,,,1925-07-15 12:00,292.656,,,1926-01-15 12:00,114.82,,,1926-07-15 12:00,292.435,,,1927-01-16 12:00,115.587,,,1927-07-16 12:00,293.155,,,1928-01-16 12:00,115.341,,,1928-07-15 12:00,292.924,,,1929-01-15 12:00,115.098,,,1929-07-15 12:00,292.695,,,1930-01-15 12:00,114.851,,,1930-07-15 12:00,292.461,,,1931-01-15 12:00,114.604,,,1931-07-16 12:00,293.19,,,1932-01-16 12:00,115.378,,,1932-07-15 12:00,292.957,,,1933-01-15 12:00,115.133,,,1933-07-15 12:00,292.723,,,1934-01-15 12:00,114.888,,,1934-07-15 12:00,292.502,,,1935-01-15 12:00,114.643,,,1935-07-15 12:00,292.271,,,,,,
,,,,1906-07-16 12:00,293.22,,,1907-01-17 12:00,116.463,,,1907-07-17 12:00,293.95,,,1908-01-17 12:00,116.212,,,1908-07-16 12:00,293.713,,,1909-01-16 12:00,115.967,,,1909-07-16 12:00,293.481,,,1910-01-16 12:00,115.723,,,1910-07-16 12:00,293.258,,,1911-01-17 12:00,116.493,,,1911-07-17 12:00,293.98,,,1912-01-17 12:00,116.251,,,1912-07-16 12:00,293.752,,,1913-01-16 12:00,116.006,,,1913-07-16 12:00,293.523,,,1914-01-16 12:00,115.756,,,1914-07-16 12:00,293.291,,,1915-01-17 12:00,116.527,,,1915-07-17 12:00,294.023,,,1916-01-17 12:00,116.279,,,1916-07-16 12:00,293.789,,,1917-01-16 12:00,116.034,,,1917-07-16 12:00,293.555,,,1918-01-16 12:00,115.789,,,1918-07-16 12:00,293.331,,,1919-01-17 12:00,116.557,,,1919-07-17 12:00,294.05,,,1920-01-17 12:00,116.311,,,1920-07-16 12:00,293.817,,,1921-01-16 12:00,116.065,,,1921-07-16 12:00,293.585,,,1922-01-16 12:00,115.816,,,1922-07-16 12:00,293.349,,,1923-01-17 12:00,116.587,,,1923-07-17 12:00,294.08,,,1924-01-17 12:00,116.339,,,1924-07-16 12:00,293.845,,,1925-01-16 12:00,116.089,,,1925-07-16 12:00,293.611,,,1926-01-16 12:00,115.839,,,1926-07-16 12:00,293.389,,,1927-01-17 12:00,116.605,,,1927-07-17 12:00,294.109,,,1928-01-17 12:00,116.359,,,1928-07-16 12:00,293.878,,,1929-01-16 12:00,116.116,,,1929-07-16 12:00,293.649,,,1930-01-16 12:00,115.869,,,1930-07-16 12:00,293.415,,,1931-01-16 12:00,115.623,,,1931-07-17 12:00,294.144,,,1932-01-17 12:00,116.396,,,1932-07-16 12:00,293.911,,,1933-01-16 12:00,116.151,,,1933-07-16 12:00,293.677,,,1934-01-16 12:00,115.907,,,1934-07-16 12:00,293.456,,,1935-01-16 12:00,115.661,,,1935-07-16 12:00,293.225,,,,,,
,,,,1906-07-17 12:00,294.175,,,1907-01-18 12:00,117.482,,,1907-07-18 12:00,294.904,,,1908-01-18 12:00,117.23,,,1908-07-17 12:00,294.667,,,1909-01-17 12:00,116.986,,,1909-07-17 12:00,294.435,,,1910-01-17 12:00,116.741,,,1910-07-17 12:00,294.212,,,1911-01-18 12:00,117.51,,,1911-07-18 12:00,294.934,,,1912-01-18 12:00,117.27,,,1912-07-17 12:00,294.707,,,1913-01-17 12:00,117.024,,,1913-07-17 12:00,294.476,,,1914-01-17 12:00,116.774,,,1914-07-17 12:00,294.245,,,1915-01-18 12:00,117.546,,,1915-07-18 12:00,294.977,,,1916-01-18 12:00,117.297,,,1916-07-17 12:00,294.743,,,1917-01-17 12:00,117.052,,,1917-07-17 12:00,294.51,,,1918-01-17 12:00,116.808,,,1918-07-17 12:00,294.285,,,1919-01-18 12:00,117.575,,,1919-07-18 12:00,295.004,,,1920-01-18 12:00,117.33,,,1920-07-17 12:00,294.771,,,1921-01-17 12:00,117.084,,,1921-07-17 12:00,294.538,,,1922-01-17 12:00,116.834,,,1922-07-17 12:00,294.304,,,1923-01-18 12:00,117.605,,,1923-07-18 12:00,295.034,,,1924-01-18 12:00,117.357,,,1924-07-17 12:00,294.799,,,1925-01-17 12:00,117.107,,,1925-07-17 12:00,294.565,,,1926-01-17 12:00,116.858,,,1926-07-17 12:00,294.343,,,1927-01-18 12:00,117.623,,,1927-07-18 12:00,295.063,,,1928-01-18 12:00,117.378,,,1928-07-17 12:00,294.832,,,1929-01-17 12:00,117.135,,,1929-07-17 12:00,294.603,,,1930-01-17 12:00,116.887,,,1930-07-17 12:00,294.369,,,1931-01-17 12:00,116.641,,,1931-07-18 12:00,295.099,,,1932-01-18 12:00,117.414,,,1932-07-17 12:00,294.865,,,1933-01-17 12:00,117.169,,,1933-07-17 12:00,294.631,,,1934-01-17 12:00,116.925,,,1934-07-17 12:00,294.41,,,1935-01-17 12:00,116.679,,,1935-07-17 12:00,294.179,,,,,,
,,,,1906-07-18 12:00,295.129,,,1907-01-19 12:00,118.5,,,1907-07-19 12:00,295.858,,,1908-01-19 12:00,118.248,,,1908-07-18 12:00,295.621,,,1909-01-18 12:00,118.004,,,1909-07-18 12:00,295.39,,,1910-01-18 12:00,117.759,,,1910-07-18 12:00,295.166,,,1911-01-19 12:00,118.528,,,1911-07-19 12:00,295.888,,,1912-01-19 12:00,118.288,,,1912-07-18 12:00,295.661,,,1913-01-18 12:00,118.042,,,1913-07-18 12:00,295.43,,,1914-01-18 12:00,117.792,,,1914-07-18 12:00,295.199,,,1915-01-19 12:00,118.564,,,1915-07-19 12:00,295.932,,,1916-01-19 12:00,118.315,,,1916-07-18 12:00,295.696,,,1917-01-18 12:00,118.071,,,1917-07-18 12:00,295.465,,,1918-01-18 12:00,117.826,,,1918-07-18 12:00,295.239,,,1919-01-19 12:00,118.592,,,1919-07-19 12:00,295.958,,,1920-01-19 12:00,118.348,,,1920-07-18 12:00,295.726,,,1921-01-18 12:00,118.102,,,1921-07-18 12:00,295.492,,,1922-01-18 12:00,117.852,,,1922-07-18 12:00,295.258,,,1923-01-19 12:00,118.624,,,1923-07-19 12:00,295.988,,,1924-01-19 12:00,118.375,,,1924-07-18 12:00,295.753,,,1925-01-18 12:00,118.125,,,1925-07-18 12:00,295.52,,,1926-01-18 12:00,117.876,,,1926-07-18 12:00,295.297,,,1927-01-19 12:00,118.641,,,1927-07-19 12:00,296.017,,,1928-01-19 12:00,118.396,,,1928-07-18 12:00,295.787,,,1929-01-18 12:00,118.153,,,1929-07-18 12:00,295.557,,,1930-01-18 12:00,117.905,,,1930-07-18 12:00,295.323,,,1931-01-18 12:00,117.66,,,1931-07-19 12:00,296.053,,,1932-01-19 12:00,118.432,,,1932-07-18 12:00,295.819,,,1933-01-18 12:00,118.187,,,1933-07-18 12:00,295.585,,,1934-01-18 12:00,117.944,,,1934-07-18 12:00,295.364,,,1935-01-18 12:00,117.696,,,1935-07-18 12:00,295.132,,,,,,
,,,,1906-07-19 12:00,296.084,,,1907-01-20 12:00,119.518,,,1907-07-20 12:00,296.812,,,1908-01-20 12:00,119.265,,,1908-07-19 12:00,296.575,,,1909-01-19 12:00,119.022,,,1909-07-19 12:00,296.345,,,1910-01-19 12:00,118.777,,,1910-07-19 12:00,296.12,,,1911-01-20 12:00,119.546,,,1911-07-20 12:00,296.843,,,1912-01-20 12:00,119.307,,,1912-07-19 12:00,296.615,,,1913-01-19 12:00,119.06,,,1913-07-19 12:00,296.384,,,1914-01-19 12:00,118.81,,,1914-07-19 12:00,296.154,,,1915-01-20 12:00,119.582,,,1915-07-20 12:00,296.886,,,1916-01-20 12:00,119.332,,,1916-07-19 12:00,296.651,,,1917-01-19 12:00,119.089,,,1917-07-19 12:00,296.419,,,1918-01-19 12:00,118.844,,,1918-07-19 12:00,296.194,,,1919-01-20 12:00,119.61,,,1919-07-20 12:00,296.912,,,1920-01-20 12:00,119.366,,,1920-07-19 12:00,296.68,,,1921-01-19 12:00,119.119,,,1921-07-19 12:00,296.446,,,1922-01-19 12:00,118.869,,,1922-07-19 12:00,296.212,,,1923-01-20 12:00,119.642,,,1923-07-20 12:00,296.943,,,1924-01-20 12:00,119.392,,,1924-07-19 12:00,296.707,,,1925-01-19 12:00,119.143,,,1925-07-19 12:00,296.474,,,1926-01-19 12:00,118.894,,,1926-07-19 12:00,296.251,,,1927-01-20 12:00,119.658,,,1927-07-20 12:00,296.971,,,1928-01-20 12:00,119.414,,,1928-07-19 12:00,296.742,,,1929-01-19 12:00,119.17,,,1929-07-19 12:00,296.511,,,1930-01-19 12:00,118.923,,,1930-07-19 12:00,296.277,,,1931-01-19 12:00,118.678,,,1931-07-20 12:00,297.008,,,1932-01-20 12:00,119.45,,,1932-07-19 12:00,296.773,,,1933-01-19 12:00,119.205,,,1933-07-19 12:00,296.54,,,1934-01-19 12:00,118.962,,,1934-07-19 12:00,296.319,,,1935-01-19 12:00,118.714,,,1935-07-19 12:00,296.086,,,,,,
,,,,1906-07-20 12:00,297.039,,,1907-01-21 12:00,120.535,,,1907-07-21 12:00,297.766,,,1908-01-21 12:00,120.283,,,1908-07-20 12:00,297.529,,,1909-01-20 12:00,120.04,,,1909-07-20 12:00,297.3,,,1910-01-20 12:00,119.795,,,1910-07-20 12:00,297.074,,,1911-01-21 12:00,120.563,,,1911-07-21 12:00,297.798,,,1912-01-21 12:00,120.325,,,1912-07-20 12:00,297.57,,,1913-01-20 12:00,120.077,,,1913-07-20 12:00,297.338,,,1914-01-20 12:00,119.828,,,1914-07-20 12:00,297.109,,,1915-01-21 12:00,120.6,,,1915-07-21 12:00,297.84,,,1916-01-21 12:00,120.349,,,1916-07-20 12:00,297.605,,,1917-01-20 12:00,120.107,,,1917-07-20 12:00,297.374,,,1918-01-20 12:00,119.861,,,1918-07-20 12:00,297.148,,,1919-01-21 12:00,120.627,,,1919-07-21 12:00,297.867,,,1920-01-21 12:00,120.384,,,1920-07-20 12:00,297.635,,,1921-01-20 12:00,120.137,,,1921-07-20 12:00,297.401,,,1922-01-20 12:00,119.887,,,1922-07-20 12:00,297.167,,,1923-01-21 12:00,120.66,,,1923-07-21 12:00,297.897,,,1924-01-21 12:00,120.41,,,1924-07-20 12:00,297.661,,,1925-01-20 12:00,120.161,,,1925-07-20 12:00,297.429,,,1926-01-20 12:00,119.912,,,1926-07-20 12:00,297.205,,,1927-01-21 12:00,120.676,,,1927-07-21 12:00,297.926,,,1928-01-21 12:00,120.432,,,1928-07-20 12:00,297.696,,,1929-01-20 12:00,120.188,,,1929-07-20 12:00,297.465,,,1930-01-20 12:00,119.94,,,1930-07-20 12:00,297.232,,,1931-01-20 12:00,119.697,,,1931-07-21 12:00,297.963,,,1932-01-21 12:00,120.467,,,1932-07-20 12:00,297.727,,,1933-01-20 12:00,120.223,,,1933-07-20 12:00,297.495,,,1934-01-20 12:00,119.98,,,1934-07-20 12:00,297.273,,,1935-01-20 12:00,119.731,,,1935-07-20 12:00,297.04,,,,,,
,,,,1906-07-21 12:00,297.994,,,1907-01-22 12:00,121.553,,,1907-07-22 12:00,298.721,,,1908-01-22 12:00,121.3,,,1908-07-21 12:00,298.484,,,1909-01-21 12:00,121.058,,,1909-07-21 12:00,298.254,,,1910-01-21 12:00,120.812,,,1910-07-21 12:00,298.028,,,1911-01-22 12:00,121.58,,,1911-07-22 12:00,298.753,,,1912-01-22 12:00,121.342,,,1912-07-21 12:00,298.525,,,1913-01-21 12:00,121.094,,,1913-07-21 12:00,298.293,,,1914-01-21 12:00,120.846,,,1914-07-21 12:00,298.064,,,1915-01-22 12:00,121.617,,,1915-07-22 12:00,298.795,,,1916-01-22 12:00,121.367,,,1916-07-21 12:00,298.559,,,1917-01-21 12:00,121.125,,,1917-07-21 12:00,298.329,,,1918-01-21 12:00,120.879,,,1918-07-21 12:00,298.102,,,1919-01-22 12:00,121.644,,,1919-07-22 12:00,298.822,,,1920-01-22 12:00,121.402,,,1920-07-21 12:00,298.59,,,1921-01-21 12:00,121.154,,,1921-07-21 12:00,298.355,,,1922-01-21 12:00,120.905,,,1922-07-21 12:00,298.122,,,1923-01-22 12:00,121.677,,,1923-07-22 12:00,298.852,,,1924-01-22 12:00,121.427,,,1924-07-21 12:00,298.615,,,1925-01-21 12:00,121.179,,,1925-07-21 12:00,298.384,,,1926-01-21 12:00,120.93,,,1926-07-21 12:00,298.16,,,1927-01-22 12:00,121.693,,,1927-07-22 12:00,298.88,,,1928-01-22 12:00,121.45,,,1928-07-21 12:00,298.651,,,1929-01-21 12:00,121.205,,,1929-07-21 12:00,298.419,,,1930-01-21 12:00,120.958,,,1930-07-21 12:00,298.187,,,1931-01-21 12:00,120.714,,,1931-07-22 12:00,298.917,,,1932-01-22 12:00,121.484,,,1932-07-21 12:00,298.681,,,1933-01-21 12:00,121.241,,,1933-07-21 12:00,298.45,,,1934-01-21 12:00,120.997,,,1934-07-21 12:00,298.228,,,1935-01-21 12:00,120.749,,,1935-07-21 12:00,297.995,,,,,,
,,,,1906-07-22 12:00,298.949,,,1907-01-23 12:00,122.57,,,1907-07-23 12:00,299.675,,,1908-01-23 12:00,122.317,,,1908-07-22 12:00,299.439,,,1909-01-22 12:00,122.076,,,1909-07-22 12:00,299.209,,,1910-01-22 12:00,121.829,,,1910-07-22 12:00,298.983,,,1911-01-23 12:00,122.597,,,1911-07-23 12:00,299.708,,,1912-01-23 12:00,122.36,,,1912-07-22 12:00,299.479,,,1913-01-22 12:00,122.111,,,1913-07-22 12:00,299.247,,,1914-01-22 12:00,121.863,,,1914-07-22 12:00,299.019,,,1915-01-23 12:00,122.635,,,1915-07-23 12:00,299.749,,,1916-01-23 12:00,122.384,,,1916-07-22 12:00,299.514,,,1917-01-22 12:00,122.142,,,1917-07-22 12:00,299.284,,,1918-01-22 12:00,121.896,,,1918-07-22 12:00,299.057,,,1919-01-23 12:00,122.661,,,1919-07-23 12:00,299.777,,,1920-01-23 12:00,122.42,,,1920-07-22 12:00,299.545,,,1921-01-22 12:00,122.171,,,1921-07-22 12:00,299.309,,,1922-01-22 12:00,121.922,,,1922-07-22 12:00,299.077,,,1923-01-23 12:00,122.695,,,1923-07-23 12:00,299.806,,,1924-01-23 12:00,122.444,,,1924-07-22 12:00,299.57,,,1925-01-22 12:00,122.197,,,1925-07-22 12:00,299.339,,,1926-01-22 12:00,121.947,,,1926-07-22 12:00,299.114,,,1927-01-23 12:00,122.71,,,1927-07-23 12:00,299.835,,,1928-01-23 12:00,122.468,,,1928-07-22 12:00,299.606,,,1929-01-22 12:00,122.222,,,1929-07-22 12:00,299.374,,,1930-01-22 12:00,121.975,,,1930-07-22 12:00,299.142,,,1931-01-22 12:00,121.732,,,1931-07-23 12:00,299.872,,,1932-01-23 12:00,122.501,,,1932-07-22 12:00,299.636,,,1933-01-22 12:00,122.258,,,1933-07-22 12:00,299.405,,,1934-01-22 12:00,122.015,,,1934-07-22 12:00,299.182,,,1935-01-22 12:00,121.766,,,1935-07-22 12:00,298.949,,,,,,
,,,,1906-07-23 12:00,299.904,,,1907-01-24 12:00,123.586,,,1907-07-24 12:00,300.63,,,1908-01-24 12:00,123.334,,,1908-07-23 12:00,300.394,,,1909-01-23 12:00,123.094,,,1909-07-23 12:00,300.164,,,1910-01-23 12:00,122.846,,,1910-07-23 12:00,299.937,,,1911-01-24 12:00,123.615,,,1911-07-24 12:00,300.663,,,1912-01-24 12:00,123.377,,,1912-07-23 12:00,300.434,,,1913-01-23 12:00,123.128,,,1913-07-23 12:00,300.202,,,1914-01-23 12:00,122.881,,,1914-07-23 12:00,299.974,,,1915-01-24 12:00,123.652,,,1915-07-24 12:00,300.704,,,1916-01-24 12:00,123.4,,,1916-07-23 12:00,300.469,,,1917-01-23 12:00,123.16,,,1917-07-23 12:00,300.239,,,1918-01-23 12:00,122.913,,,1918-07-23 12:00,300.011,,,1919-01-24 12:00,123.678,,,1919-07-24 12:00,300.733,,,1920-01-24 12:00,123.437,,,1920-07-23 12:00,300.5,,,1921-01-23 12:00,123.188,,,1921-07-23 12:00,300.264,,,1922-01-23 12:00,122.939,,,1922-07-23 12:00,300.032,,,1923-01-24 12:00,123.712,,,1923-07-24 12:00,300.761,,,1924-01-24 12:00,123.461,,,1924-07-23 12:00,300.525,,,1925-01-23 12:00,123.214,,,1925-07-23 12:00,300.294,,,1926-01-23 12:00,122.964,,,1926-07-23 12:00,300.069,,,1927-01-24 12:00,123.727,,,1927-07-24 12:00,300.791,,,1928-01-24 12:00,123.485,,,1928-07-23 12:00,300.561,,,1929-01-23 12:00,123.239,,,1929-07-23 12:00,300.328,,,1930-01-23 12:00,122.992,,,1930-07-23 12:00,300.097,,,1931-01-23 12:00,122.75,,,1931-07-24 12:00,300.827,,,1932-01-24 12:00,123.518,,,1932-07-23 12:00,300.59,,,1933-01-23 12:00,123.276,,,1933-07-23 12:00,300.36,,,1934-01-23 12:00,123.032,,,1934-07-23 12:00,300.137,,,1935-01-23 12:00,122.783,,,1935-07-23 12:00,299.904,,,,,,
